,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
0,9998220,HY188221,03/17/2015 08:35:00 AM,029XX W ARTHINGTON ST,0810,THEFT,OVER $500,APARTMENT,False,False,1135,11,28,27,06,1156929.0,1895897.0,2015,02/10/2018 03:50:01 PM,41.870113358000005,-87.69933581299999,"(41.870113358, -87.699335813)"
1,9998221,HY188033,03/13/2015 10:00:00 AM,039XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1132,11,24,26,08B,1150226.0,1896407.0,2015,02/10/2018 03:50:01 PM,41.871646073,-87.723931469,"(41.871646073, -87.723931469)"
2,9998223,HY188026,03/17/2015 09:00:00 AM,0000X E WACKER DR,0460,BATTERY,SIMPLE,STREET,False,False,111,1,42,32,08B,1176429.0,1902142.0,2015,08/17/2015 03:03:40 PM,41.886832476,-87.627557257,"(41.886832476, -87.627557257)"
3,9998224,HY188343,03/17/2015 04:28:00 PM,048XX W ROOSEVELT RD,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,CTA BUS,False,False,1533,15,24,25,08B,1144475.0,1894270.0,2015,02/10/2018 03:50:01 PM,41.865891974,-87.74509966299999,"(41.865891974, -87.745099663)"
4,9998225,HY188376,03/17/2015 03:00:00 PM,023XX N CLYBOURN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,False,1811,18,32,7,26,1165441.0,1915547.0,2015,02/10/2018 03:50:01 PM,41.923857611,-87.667525821,"(41.923857611, -87.667525821)"
5,9998226,HY188406,03/17/2015 03:25:00 PM,070XX S EAST END AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,False,332,3,5,43,18,1188992.0,1858696.0,2015,02/10/2018 03:50:01 PM,41.767321462,-87.582817191,"(41.767321462, -87.582817191)"
6,9998228,HY184476,03/14/2015 05:00:00 PM,034XX N CLARK ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,True,False,1924,19,44,6,22,1169088.0,1922905.0,2015,02/10/2018 03:50:01 PM,41.943969820999996,-87.65391113700001,"(41.943969821, -87.653911137)"
7,9998229,HY188068,03/13/2015 12:00:00 PM,003XX E 47TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),False,False,215,2,3,38,11,1178992.0,1873925.0,2015,02/10/2018 03:50:01 PM,41.809344900999996,-87.619007274,"(41.809344901, -87.619007274)"
8,9998230,HY188330,03/17/2015 04:00:00 PM,057XX S PERRY AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,STREET,True,False,232,2,20,40,17,1176688.0,1866650.0,2015,02/10/2018 03:50:01 PM,41.789433843000005,-87.627676923,"(41.789433843, -87.627676923)"
9,9998233,HY188075,03/16/2015 11:32:00 PM,077XX S KEATING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,False,True,834,8,13,70,26,1146086.0,1852745.0,2015,02/10/2018 03:50:01 PM,41.751910601999995,-87.74023752,"(41.751910602, -87.74023752)"
10,9998234,HY188168,02/11/2015 05:00:00 PM,065XX S SANGAMON ST,0810,THEFT,OVER $500,APARTMENT,False,False,723,7,17,68,06,1171101.0,1861443.0,2015,02/10/2018 03:50:01 PM,41.77526924,-87.648314721,"(41.77526924, -87.648314721)"
11,9998235,HY188399,03/13/2015 07:00:00 PM,021XX N KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1414,14,35,22,14,1154691.0,1914146.0,2015,08/17/2015 03:03:40 PM,41.920235403,-87.70706319700001,"(41.920235403, -87.707063197)"
12,9998236,HY184631,03/14/2015 07:05:00 PM,014XX N WELLS ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,RESTAURANT,True,False,1821,18,27,8,22,1174440.0,1909987.0,2015,02/10/2018 03:50:01 PM,41.90840423,-87.6346267,"(41.90840423, -87.6346267)"
13,9998237,HY184434,03/14/2015 04:40:00 PM,034XX N SHEFFIELD AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,True,False,1924,19,44,6,22,1168992.0,1923202.0,2015,02/10/2018 03:50:01 PM,41.944786889,-87.654255339,"(41.944786889, -87.654255339)"
14,9998238,HY188395,03/17/2015 04:50:00 PM,091XX S BLACKSTONE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,413,4,8,48,06,1187710.0,1844705.0,2015,02/10/2018 03:50:01 PM,41.728959411999995,-87.587960438,"(41.728959412, -87.587960438)"
15,9998239,HY188419,03/16/2015 09:30:00 PM,032XX S LOWE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,915,9,11,60,06,1172491.0,1883511.0,2015,02/10/2018 03:50:01 PM,41.835795585,-87.64256898299999,"(41.835795585, -87.642568983)"
16,9998240,HY184527,03/14/2015 05:30:00 PM,034XX N CLARK ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,TAVERN/LIQUOR STORE,True,False,1924,19,44,6,22,1168858.0,1923281.0,2015,02/10/2018 03:50:01 PM,41.945006581,-87.654745566,"(41.945006581, -87.654745566)"
17,9998241,HY188271,03/17/2015 03:55:00 PM,044XX S KEATING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,815,8,23,56,08B,1145432.0,1874878.0,2015,02/10/2018 03:50:01 PM,41.812659585,-87.742076464,"(41.812659585, -87.742076464)"
18,9998242,HY188427,03/17/2015 04:00:00 PM,044XX S KEATING AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,RESIDENCE,True,False,815,8,23,56,26,1145432.0,1874878.0,2015,02/10/2018 03:50:01 PM,41.812659585,-87.742076464,"(41.812659585, -87.742076464)"
19,9998243,HY188260,03/16/2015 09:00:00 PM,052XX S TRIPP AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,815,8,23,57,06,1148925.0,1869355.0,2015,02/10/2018 03:50:01 PM,41.797436987,-87.729406273,"(41.797436987, -87.729406273)"
20,9998244,HY188359,03/16/2015 08:00:00 PM,037XX S ELLIS AVE,0810,THEFT,OVER $500,STREET,False,False,212,2,4,36,06,1182216.0,1880471.0,2015,02/10/2018 03:50:01 PM,41.82723347,-87.606979388,"(41.82723347, -87.606979388)"
21,9998245,HY184469,03/14/2015 05:00:00 PM,034XX N CLARK ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,BAR OR TAVERN,True,False,1924,19,44,6,22,1169077.0,1922924.0,2015,02/10/2018 03:50:01 PM,41.944022196999995,-87.653951014,"(41.944022197, -87.653951014)"
22,9998246,HY188207,03/15/2015 11:53:00 AM,019XX N SPAULDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,True,True,1422,14,35,22,26,1153835.0,1912571.0,2015,02/10/2018 03:50:01 PM,41.91593058,-87.710250356,"(41.91593058, -87.710250356)"
23,9998247,HY188372,03/17/2015 04:45:00 PM,096XX S LUELLA AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,431,4,7,51,18,1192964.0,1841274.0,2015,02/10/2018 03:50:01 PM,41.719417959,-87.56882573200001,"(41.719417959, -87.568825732)"
24,9998248,HY188269,03/17/2015 02:45:00 PM,090XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,SIDEWALK,True,False,633,6,6,44,08B,1183139.0,1845391.0,2015,02/10/2018 03:50:01 PM,41.730949275,-87.60468364100001,"(41.730949275, -87.604683641)"
25,9998249,HY188296,03/17/2015 01:00:00 PM,076XX N SHERIDAN RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2422,24,49,1,08B,1165467.0,1950780.0,2015,02/10/2018 03:50:01 PM,42.020537665999996,-87.666422486,"(42.020537666, -87.666422486)"
26,9998250,HY188467,03/17/2015 02:00:00 PM,007XX N FRANKLIN ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1831,18,42,8,06,1174193.0,1905211.0,2015,02/10/2018 03:50:01 PM,41.895304158,-87.635676726,"(41.895304158, -87.635676726)"
27,9998251,HY188328,03/17/2015 07:30:00 AM,066XX N SHERIDAN RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2432,24,49,1,14,1167038.0,1944628.0,2015,02/10/2018 03:50:01 PM,42.003622762,-87.660819165,"(42.003622762, -87.660819165)"
28,9998252,HY188282,03/09/2015 03:11:00 PM,036XX N PINE GROVE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1925,19,46,6,06,1171288.0,1924505.0,2015,02/10/2018 03:50:01 PM,41.948312144,-87.645777826,"(41.948312144, -87.645777826)"
29,9998253,HY188006,03/10/2015 10:00:00 AM,006XX W BRIAR PL,0810,THEFT,OVER $500,RESIDENCE,False,False,1934,19,44,6,06,1171363.0,1921161.0,2015,02/10/2018 03:50:01 PM,41.939134431999996,-87.645600764,"(41.939134432, -87.645600764)"
30,9998255,HY188185,03/16/2015 04:00:00 PM,061XX N KENMORE AVE,0560,ASSAULT,SIMPLE,STREET,False,False,2433,24,48,77,08A,1168130.0,1940864.0,2015,02/10/2018 03:50:01 PM,41.993270673000005,-87.65691113700001,"(41.993270673, -87.656911137)"
31,9998256,HY188357,03/17/2015 02:45:00 PM,040XX N KILDARE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,1722,17,38,16,06,1146879.0,1926434.0,2015,02/10/2018 03:50:01 PM,41.954107729,-87.735451271,"(41.954107729, -87.735451271)"
32,9998257,HY188088,03/06/2015 12:00:00 PM,045XX N CLARENDON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1914,19,46,3,11,1170102.0,1930169.0,2015,08/17/2015 03:03:40 PM,41.963880376,-87.649971265,"(41.963880376, -87.649971265)"
33,9998258,HY188421,03/17/2015 05:10:00 PM,023XX S SACRAMENTO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1033,10,12,30,08B,1156727.0,1888339.0,2015,02/10/2018 03:50:01 PM,41.849377484,-87.70028201299999,"(41.849377484, -87.700282013)"
34,9998259,HY188225,03/17/2015 03:20:00 PM,038XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1011,10,24,29,06,1150810.0,1894433.0,2015,02/10/2018 03:50:01 PM,41.866217794,-87.721838984,"(41.866217794, -87.721838984)"
35,9998260,HY188485,03/16/2015 09:15:00 PM,015XX E 67TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,332,3,5,43,08B,1187711.0,1860541.0,2015,02/10/2018 03:50:01 PM,41.772414876999996,-87.587453879,"(41.772414877, -87.587453879)"
36,9998264,HY188426,03/17/2015 03:00:00 PM,073XX S YATES BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,334,3,7,43,14,1193479.0,1856762.0,2015,02/10/2018 03:50:01 PM,41.761905806,-87.56643394700001,"(41.761905806, -87.566433947)"
37,9998266,HY188430,03/17/2015 05:30:00 PM,042XX N ST LOUIS AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",True,False,1723,17,33,16,08B,1152294.0,1928029.0,2015,02/10/2018 03:50:01 PM,41.95837913,-87.71550263200001,"(41.95837913, -87.715502632)"
38,9998268,HY188153,03/17/2015 01:57:00 PM,038XX W NORTH AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,OTHER,True,False,2535,25,30,23,03,1150229.0,1910354.0,2015,02/10/2018 03:50:01 PM,41.909918048,-87.723556565,"(41.909918048, -87.723556565)"
39,9998269,HY188418,03/17/2015 05:20:00 PM,059XX S ROCKWELL ST,4510,OTHER OFFENSE,PROBATION VIOLATION,SIDEWALK,True,False,824,8,16,66,26,1160059.0,1865096.0,2015,02/10/2018 03:50:01 PM,41.78552781,-87.688693104,"(41.78552781, -87.688693104)"
40,9998271,HY188338,03/17/2015 04:30:00 PM,073XX S WINCHESTER AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,True,False,735,7,17,67,26,1164628.0,1855940.0,2015,02/10/2018 03:50:01 PM,41.760307295,-87.672199045,"(41.760307295, -87.672199045)"
41,9998272,HY187915,03/17/2015 11:44:00 AM,050XX W WASHINGTON BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,True,False,1532,15,28,25,05,1142772.0,1900033.0,2015,02/10/2018 03:50:01 PM,41.881738229,-87.751208086,"(41.881738229, -87.751208086)"
42,9998273,HY188298,03/16/2015 01:00:00 AM,007XX E 79TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,624,6,6,44,05,1182734.0,1852793.0,2015,02/10/2018 03:50:01 PM,41.751270583,-87.60593808200001,"(41.751270583, -87.605938082)"
43,9998274,HY181699,03/13/2015 03:00:00 PM,001XX S STATE ST,0460,BATTERY,SIMPLE,CTA PLATFORM,False,False,112,1,42,32,08B,1176400.0,1899863.0,2015,02/10/2018 03:50:01 PM,41.880579428000004,-87.627732563,"(41.880579428, -87.627732563)"
44,9998276,HY188350,03/17/2015 04:14:00 PM,085XX S COTTAGE GROVE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,632,6,6,44,06,1183056.0,1848421.0,2015,02/10/2018 03:50:01 PM,41.739265865,-87.604893749,"(41.739265865, -87.604893749)"
45,9998278,HY188501,03/17/2015 04:00:00 AM,003XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA GARAGE / OTHER PROPERTY,False,False,1134,11,28,27,14,1155108.0,1897941.0,2015,02/10/2018 03:50:01 PM,41.87575902,-87.70596644700001,"(41.87575902, -87.705966447)"
46,9998279,HY188356,03/17/2015 03:50:00 PM,0000X N KILBOURN AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1113,11,28,26,08B,1146383.0,1899897.0,2015,02/10/2018 03:50:01 PM,41.88129705,-87.737951903,"(41.88129705, -87.737951903)"
47,9998280,HY188278,03/14/2015 05:00:00 PM,091XX S EAST END AVE,0560,ASSAULT,SIMPLE,STREET,True,True,413,4,8,48,08A,1189142.0,1844892.0,2015,02/10/2018 03:50:01 PM,41.729438412,-87.58270878399999,"(41.729438412, -87.582708784)"
48,9998281,HY188220,03/17/2015 02:45:00 PM,035XX W DOUGLAS BLVD,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,1021,10,24,29,08B,1153093.0,1893230.0,2015,02/10/2018 03:50:01 PM,41.862871696,-87.713489726,"(41.862871696, -87.713489726)"
49,9998282,HY188464,03/14/2015 06:00:00 PM,024XX W WABANSIA AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,1434,14,1,24,06,1159929.0,1911230.0,2015,02/10/2018 03:50:01 PM,41.912127102,-87.68789843,"(41.912127102, -87.68789843)"
50,9998283,HY188274,03/17/2015 12:55:00 PM,044XX S EVANS AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,221,2,4,38,08B,1181894.0,1875785.0,2015,02/10/2018 03:50:01 PM,41.814382204,-87.60830581200001,"(41.814382204, -87.608305812)"
51,9998284,HY188457,03/17/2015 05:35:00 PM,016XX S SPAULDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1022,10,24,29,08B,1154634.0,1891600.0,2015,02/10/2018 03:50:01 PM,41.858368124,-87.70787643799999,"(41.858368124, -87.707876438)"
52,9998285,HY188349,03/17/2015 04:27:00 PM,020XX N KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1413,14,35,22,14,1154710.0,1913539.0,2015,02/10/2018 03:50:01 PM,41.918569364,-87.707009676,"(41.918569364, -87.707009676)"
53,9998286,HY188292,02/23/2015 09:00:00 AM,043XX W CORTEZ ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,1111,11,37,23,08B,1147125.0,1906639.0,2015,02/10/2018 03:50:01 PM,41.899783689,-87.735054676,"(41.899783689, -87.735054676)"
54,9998287,HY188454,03/16/2015 09:45:00 PM,053XX W JACKSON BLVD,0880,THEFT,PURSE-SNATCHING,STREET,False,False,1522,15,29,25,06,1140803.0,1898152.0,2015,02/10/2018 03:50:01 PM,41.876612946,-87.75848456700001,"(41.876612946, -87.758484567)"
55,9998288,HY188452,01/24/2015 02:00:00 PM,010XX N RUSH ST,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,RESTAURANT,False,False,1824,18,42,8,02,1176342.0,1907375.0,2015,02/10/2018 03:50:01 PM,41.901194057,-87.62771870200001,"(41.901194057, -87.627718702)"
56,9998290,HY188308,03/17/2015 09:54:00 AM,004XX W 79TH PL,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE-GARAGE,False,False,621,6,17,44,11,1174751.0,1852188.0,2015,02/10/2018 03:50:01 PM,41.749791866,-87.635209674,"(41.749791866, -87.635209674)"
57,9998292,HY188409,03/17/2015 04:44:00 PM,070XX N DAMEN AVE,0850,THEFT,ATTEMPT THEFT,SIDEWALK,True,False,2424,24,49,1,06,1161749.0,1947179.0,2015,02/10/2018 03:50:01 PM,42.010735123,-87.680205631,"(42.010735123, -87.680205631)"
58,9998295,HY188526,03/07/2015 12:00:00 PM,060XX S HARPER AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,True,314,3,5,42,26,1187484.0,1865036.0,2015,02/10/2018 03:50:01 PM,41.784754925,-87.588143196,"(41.784754925, -87.588143196)"
59,9998296,HY188340,03/17/2015 04:00:00 PM,021XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,STREET,False,False,914,9,25,34,08B,1175375.0,1889977.0,2015,02/10/2018 03:50:01 PM,41.853474655999996,-87.63179288200001,"(41.853474656, -87.631792882)"
60,9998297,HY188414,03/17/2015 05:11:00 PM,015XX E 55TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,234,2,4,41,06,1187447.0,1868839.0,2015,08/17/2015 03:03:40 PM,41.795191528000004,-87.58815799799999,"(41.795191528, -87.588157998)"
61,9998298,HY188389,03/17/2015 03:30:00 PM,029XX N MC VICKER AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,2511,25,29,19,08A,1135552.0,1918950.0,2015,02/10/2018 03:50:01 PM,41.933780135,-87.777269865,"(41.933780135, -87.777269865)"
62,9998299,HY188533,03/17/2015 06:35:00 PM,059XX S MORGAN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,712,7,16,68,18,1170660.0,1865485.0,2015,02/10/2018 03:50:01 PM,41.786370592,-87.64981358700001,"(41.786370592, -87.649813587)"
63,9998300,HY188450,09/10/2014 03:00:00 PM,050XX W ERIE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1532,15,28,25,07,1142723.0,1903852.0,2014,02/04/2016 06:33:39 AM,41.892218936999996,-87.75129289899999,"(41.892218937, -87.751292899)"
64,9998301,HY188289,03/17/2015 03:50:00 PM,057XX W HIRSCH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2531,25,29,25,08B,1138003.0,1908741.0,2015,02/10/2018 03:50:01 PM,41.905721508,-87.768509501,"(41.905721508, -87.768509501)"
65,9998303,HY188537,03/17/2015 06:45:00 PM,048XX W ADAMS ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,1533,15,28,25,18,1144263.0,1898896.0,2015,02/10/2018 03:50:01 PM,41.87859028,-87.74576168899999,"(41.87859028, -87.745761689)"
66,9998305,HY188503,03/05/2015 02:08:00 PM,004XX W 45TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,925,9,11,37,06,1174047.0,1875092.0,2015,02/10/2018 03:50:01 PM,41.812658617,-87.637109864,"(41.812658617, -87.637109864)"
67,9998306,HY188564,03/17/2015 11:00:00 AM,019XX S ASHLAND AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,False,False,1234,12,25,31,11,1166026.0,1890731.0,2015,02/10/2018 03:50:01 PM,41.855748174,-87.66608536700001,"(41.855748174, -87.666085367)"
68,9998308,HY188431,03/17/2015 04:00:00 PM,021XX W SUPERIOR ST,0560,ASSAULT,SIMPLE,STREET,False,False,1221,12,1,24,08A,1162063.0,1904983.0,2015,02/10/2018 03:50:01 PM,41.894940526,-87.680233444,"(41.894940526, -87.680233444)"
69,9998309,HY188394,03/17/2015 10:00:00 AM,019XX W HARRISON ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,APARTMENT,False,False,1225,12,2,28,14,1163454.0,1897384.0,2015,02/10/2018 03:50:01 PM,41.874059075,-87.675338675,"(41.874059075, -87.675338675)"
70,9998310,HY188315,03/17/2015 03:30:00 PM,095XX S SANGAMON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,True,False,2223,22,21,73,14,1171665.0,1841476.0,2015,02/10/2018 03:50:01 PM,41.720464815999996,-87.646831165,"(41.720464816, -87.646831165)"
71,9998312,HY188514,03/17/2015 05:46:00 PM,068XX S CAMPBELL AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,True,False,832,8,15,66,26,1160887.0,1859233.0,2015,02/10/2018 03:50:01 PM,41.769421846,-87.685819118,"(41.769421846, -87.685819118)"
72,9998313,HY188543,03/17/2015 06:20:00 PM,039XX N SHERIDAN RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,True,True,1923,19,44,6,26,1168891.0,1926517.0,2015,02/10/2018 03:50:01 PM,41.953885576,-87.65453007,"(41.953885576, -87.65453007)"
73,9998314,HY188448,03/17/2015 06:15:00 PM,010XX W 59TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,True,False,712,7,16,68,14,1170187.0,1865685.0,2015,02/10/2018 03:50:01 PM,41.786929721,-87.651542029,"(41.786929721, -87.651542029)"
74,9998315,HY188472,03/17/2015 01:30:00 PM,024XX W ARDMORE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,2011,20,40,2,05,1159103.0,1938439.0,2015,02/10/2018 03:50:01 PM,41.986807234000004,-87.690182835,"(41.986807234, -87.690182835)"
75,9998316,HY188449,03/12/2015 04:52:00 PM,056XX S PULASKI RD,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,822,8,13,62,06,1150669.0,1866737.0,2015,02/10/2018 03:50:01 PM,41.790218998,-87.72307884899999,"(41.790218998, -87.723078849)"
76,9998317,HY188342,03/15/2015 01:00:00 AM,038XX S SACRAMENTO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,False,911,9,12,58,14,1156996.0,1879132.0,2015,02/10/2018 03:50:01 PM,41.824106941,-87.699544075,"(41.824106941, -87.699544075)"
77,9998318,HY188578,03/16/2015 09:00:00 PM,073XX S TALMAN AVE,0810,THEFT,OVER $500,STREET,False,False,835,8,18,66,06,1159980.0,1855844.0,2015,02/10/2018 03:50:01 PM,41.76014062,-87.689236809,"(41.76014062, -87.689236809)"
78,9998320,HY188589,03/15/2015 12:00:00 PM,010XX E 48TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,222,2,4,39,06,1183958.0,1873397.0,2015,08/17/2015 03:03:40 PM,41.807781319,-87.600809594,"(41.807781319, -87.600809594)"
79,9998322,HY188584,03/17/2015 06:00:00 PM,073XX W FOSTER AVE,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,True,False,1613,16,41,10,08B,1126232.0,1933708.0,2015,02/10/2018 03:50:01 PM,41.97443857,-87.81119077,"(41.97443857, -87.81119077)"
80,9998323,HY188444,03/17/2015 12:00:00 PM,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,121,1,2,28,06,1173177.0,1899236.0,2015,02/10/2018 03:50:01 PM,41.878931004,-87.63958562100001,"(41.878931004, -87.639585621)"
81,9998324,HY188575,03/17/2015 07:00:00 AM,022XX W BELMONT AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,1921,19,32,5,06,1160947.0,1921215.0,2015,02/10/2018 03:50:01 PM,41.939505532,-87.683880753,"(41.939505532, -87.683880753)"
82,9998325,HY188553,03/17/2015 08:00:00 AM,021XX N STOCKTON DR,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,True,False,1814,18,43,7,07,1174126.0,1914443.0,2015,02/10/2018 03:50:01 PM,41.92063871,-87.635647009,"(41.92063871, -87.635647009)"
83,9998326,HY188305,03/13/2015 12:00:00 PM,078XX S CLYDE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,414,4,8,43,11,1191562.0,1853432.0,2015,02/10/2018 03:50:01 PM,41.752814694,-87.573567629,"(41.752814694, -87.573567629)"
84,9998327,HY188511,03/17/2015 05:00:00 PM,057XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,715,7,15,67,08B,1164337.0,1866616.0,2015,02/10/2018 03:50:01 PM,41.789609798,-87.672965116,"(41.789609798, -87.672965116)"
85,9998330,HY188404,03/17/2015 07:30:00 AM,105XX S EBERHART AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,512,5,9,49,07,1181446.0,1835097.0,2015,02/10/2018 03:50:01 PM,41.702740408000004,-87.61120193200001,"(41.702740408, -87.611201932)"
86,9998331,HY188468,03/17/2015 05:07:00 PM,071XX S MARSHFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,735,7,17,67,18,1166576.0,1857461.0,2015,02/10/2018 03:50:01 PM,41.764439819,-87.665016252,"(41.764439819, -87.665016252)"
87,9998332,HY188507,03/17/2015 05:18:00 PM,040XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,True,False,1115,11,28,26,18,1149512.0,1899355.0,2015,02/10/2018 03:50:01 PM,41.879749600000004,-87.72647634299999,"(41.8797496, -87.726476343)"
88,9998335,HY188531,03/17/2015 02:00:00 PM,078XX S KEDZIE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,DAY CARE CENTER,False,False,835,8,18,70,26,1156402.0,1852525.0,2015,02/10/2018 03:50:01 PM,41.751105524,-87.70243954600001,"(41.751105524, -87.702439546)"
89,9998337,HY188544,03/17/2015 06:12:00 PM,069XX S WESTERN AVE,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,SIDEWALK,True,False,832,8,17,66,24,1161572.0,1858628.0,2015,02/10/2018 03:50:01 PM,41.767747461,-87.683324967,"(41.767747461, -87.683324967)"
90,9998338,HY188458,03/17/2015 05:09:00 PM,034XX S GILES AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,211,2,2,35,06,1178829.0,1882207.0,2015,02/10/2018 03:50:01 PM,41.832075095,-87.619352704,"(41.832075095, -87.619352704)"
91,9998339,HY188495,03/17/2015 08:00:00 AM,026XX N MILWAUKEE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1412,14,35,22,06,1154525.0,1917408.0,2015,02/10/2018 03:50:01 PM,41.929189918,-87.707585653,"(41.929189918, -87.707585653)"
